threshold_label,tau,a14_benign_flag_n,a14_benign_flag_rate,a14_aivr_n,a14_aivr,a14_pairwise_discordant_n,a14_pairwise_total,a14_pairwise_aivr,n3_auth_flag_n,n3_auth_flag_rate,n3_alt_flag_n,n3_alt_flag_rate,n3_alt_minus_auth_mean,n3_alt_minus_auth_ci95_lo,n3_alt_minus_auth_ci95_hi,n3_base_positive_n,n3_base_zero_n,n3_base_negative_n,balanced_accuracy_descriptive,a14_nondegenerate,a14_central_20_80
breakpoint_150,0.28886965044708857,66,0.6875,18,0.75,64,144,0.4444444444444444,40,0.8333333333333334,45,0.9375,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
interval_150_151,0.2982584308825798,66,0.6875,18,0.75,64,144,0.4444444444444444,40,0.8333333333333334,45,0.9375,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
breakpoint_151,0.30764721131807105,66,0.6875,18,0.75,64,144,0.4444444444444444,40,0.8333333333333334,46,0.9583333333333334,0.125,0.041666666666666664,0.20833333333333334,6,18,0,0.5625,1,1
interval_151_152,0.31634609576641887,66,0.6875,18,0.75,64,144,0.4444444444444444,40,0.8333333333333334,46,0.9583333333333334,0.125,0.041666666666666664,0.20833333333333334,6,18,0,0.5625,1,1
breakpoint_152,0.3250449802147667,66,0.6875,18,0.75,64,144,0.4444444444444444,40,0.8333333333333334,47,0.9791666666666666,0.14583333333333334,0.0625,0.22916666666666666,7,17,0,0.5729166666666666,1,1
interval_152_153,0.32801636530327793,66,0.6875,18,0.75,64,144,0.4444444444444444,40,0.8333333333333334,47,0.9791666666666666,0.14583333333333334,0.0625,0.22916666666666666,7,17,0,0.5729166666666666,1,1
breakpoint_153,0.3309877503917891,66,0.6875,18,0.75,64,144,0.4444444444444444,41,0.8541666666666666,47,0.9791666666666666,0.125,0.020833333333333332,0.22916666666666666,7,16,1,0.5625,1,1
interval_153_154,0.33148106446393366,66,0.6875,18,0.75,64,144,0.4444444444444444,41,0.8541666666666666,47,0.9791666666666666,0.125,0.020833333333333332,0.22916666666666666,7,16,1,0.5625,1,1
breakpoint_154,0.33197437853607814,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,41,0.8541666666666666,47,0.9791666666666666,0.125,0.020833333333333332,0.22916666666666666,7,16,1,0.5625,1,1
interval_154_155,0.33864562481559,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,41,0.8541666666666666,47,0.9791666666666666,0.125,0.020833333333333332,0.22916666666666666,7,16,1,0.5625,1,1
