threshold_label,tau,flag_n,flag_rate,aivr_class_n,aivr_class,aivr_pairwise_n,aivr_pairwise_total,aivr_pairwise,p1_sham_n,p1_sham_rate,p1_echo_n,p1_echo_rate,p3_user_n,p3_user_rate,p3_tool_n,p3_tool_rate
breakpoint_63,0.28022480153616075,64,0.6666666666666666,18,0.75,68,144,0.4722222222222222,12,0.5,8,0.3333333333333333,10,0.4166666666666667,6,0.25
interval_63_64,0.28099074196531626,64,0.6666666666666666,18,0.75,68,144,0.4722222222222222,12,0.5,8,0.3333333333333333,10,0.4166666666666667,6,0.25
breakpoint_64,0.2817566823944717,65,0.6770833333333334,18,0.75,67,144,0.4652777777777778,12,0.5,7,0.2916666666666667,11,0.4583333333333333,6,0.25
interval_64_65,0.28190444189458014,65,0.6770833333333334,18,0.75,67,144,0.4652777777777778,12,0.5,7,0.2916666666666667,11,0.4583333333333333,6,0.25
breakpoint_65,0.28205220139468856,66,0.6875,18,0.75,66,144,0.4583333333333333,13,0.5416666666666666,7,0.2916666666666667,11,0.4583333333333333,5,0.20833333333333334
interval_65_66,0.28585474765833047,66,0.6875,18,0.75,66,144,0.4583333333333333,13,0.5416666666666666,7,0.2916666666666667,11,0.4583333333333333,5,0.20833333333333334
breakpoint_66,0.28965729392197237,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,13,0.5416666666666666,6,0.25,12,0.5,5,0.20833333333333334
interval_66_67,0.3189167060012488,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,13,0.5416666666666666,6,0.25,12,0.5,5,0.20833333333333334
breakpoint_67,0.3481761180805251,68,0.7083333333333334,18,0.75,64,144,0.4444444444444444,13,0.5416666666666666,5,0.20833333333333334,13,0.5416666666666666,5,0.20833333333333334
interval_67_68,0.36226821565436673,68,0.7083333333333334,18,0.75,64,144,0.4444444444444444,13,0.5416666666666666,5,0.20833333333333334,13,0.5416666666666666,5,0.20833333333333334
breakpoint_68,0.3763603132282084,69,0.71875,18,0.75,63,144,0.4375,13,0.5416666666666666,4,0.16666666666666666,14,0.5833333333333334,5,0.20833333333333334
interval_68_69,0.38910050673902075,69,0.71875,18,0.75,63,144,0.4375,13,0.5416666666666666,4,0.16666666666666666,14,0.5833333333333334,5,0.20833333333333334
breakpoint_69,0.40184070024983304,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,13,0.5416666666666666,3,0.125,15,0.625,5,0.20833333333333334
interval_69_70,0.40269782139957827,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,13,0.5416666666666666,3,0.125,15,0.625,5,0.20833333333333334
breakpoint_70,0.4035549425493235,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,13,0.5416666666666666,2,0.08333333333333333,16,0.6666666666666666,5,0.20833333333333334
interval_70_71,0.41010420739032893,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,13,0.5416666666666666,2,0.08333333333333333,16,0.6666666666666666,5,0.20833333333333334
breakpoint_71,0.41665347223133437,72,0.75,18,0.75,60,144,0.4166666666666667,14,0.5833333333333334,2,0.08333333333333333,16,0.6666666666666666,4,0.16666666666666666
interval_71_72,0.4172878513522358,72,0.75,18,0.75,60,144,0.4166666666666667,14,0.5833333333333334,2,0.08333333333333333,16,0.6666666666666666,4,0.16666666666666666
breakpoint_72,0.41792223047313726,73,0.7604166666666666,18,0.75,59,144,0.4097222222222222,15,0.625,2,0.08333333333333333,16,0.6666666666666666,3,0.125
interval_72_73,0.4440240894657609,73,0.7604166666666666,18,0.75,59,144,0.4097222222222222,15,0.625,2,0.08333333333333333,16,0.6666666666666666,3,0.125
breakpoint_73,0.4701259484583845,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,15,0.625,1,0.041666666666666664,17,0.7083333333333334,3,0.125
interval_73_74,0.4798957156644311,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,15,0.625,1,0.041666666666666664,17,0.7083333333333334,3,0.125
breakpoint_74,0.48966548287047773,75,0.78125,18,0.75,57,144,0.3958333333333333,15,0.625,0,0.0,18,0.75,3,0.125
interval_74_75,0.5285202967631555,75,0.78125,18,0.75,57,144,0.3958333333333333,15,0.625,0,0.0,18,0.75,3,0.125
breakpoint_75,0.5673751106558332,76,0.7916666666666666,18,0.75,56,144,0.3888888888888889,16,0.6666666666666666,0,0.0,18,0.75,2,0.08333333333333333
interval_75_76,0.5875645327603195,76,0.7916666666666666,18,0.75,56,144,0.3888888888888889,16,0.6666666666666666,0,0.0,18,0.75,2,0.08333333333333333
breakpoint_76,0.6077539548648058,77,0.8020833333333334,18,0.75,55,144,0.3819444444444444,17,0.7083333333333334,0,0.0,18,0.75,1,0.041666666666666664
interval_76_77,0.6238015384198565,77,0.8020833333333334,18,0.75,55,144,0.3819444444444444,17,0.7083333333333334,0,0.0,18,0.75,1,0.041666666666666664
breakpoint_77,0.6398491219749074,78,0.8125,18,0.75,54,144,0.375,18,0.75,0,0.0,18,0.75,0,0.0
interval_77_78,0.8139301692448978,78,0.8125,18,0.75,54,144,0.375,18,0.75,0,0.0,18,0.75,0,0.0
breakpoint_78,0.9880112165148882,79,0.8229166666666666,17,0.7083333333333334,51,144,0.3541666666666667,17,0.7083333333333334,0,0.0,17,0.7083333333333334,0,0.0
interval_78_79,1.0218563320092333,79,0.8229166666666666,17,0.7083333333333334,51,144,0.3541666666666667,17,0.7083333333333334,0,0.0,17,0.7083333333333334,0,0.0
breakpoint_79,1.0557014475035784,80,0.8333333333333334,16,0.6666666666666666,48,144,0.3333333333333333,16,0.6666666666666666,0,0.0,16,0.6666666666666666,0,0.0
interval_79_80,1.083263815549182,80,0.8333333333333334,16,0.6666666666666666,48,144,0.3333333333333333,16,0.6666666666666666,0,0.0,16,0.6666666666666666,0,0.0
breakpoint_80,1.1108261835947857,81,0.84375,15,0.625,45,144,0.3125,15,0.625,0,0.0,15,0.625,0,0.0
interval_80_81,1.1150987522010567,81,0.84375,15,0.625,45,144,0.3125,15,0.625,0,0.0,15,0.625,0,0.0
breakpoint_81,1.119371320807328,82,0.8541666666666666,14,0.5833333333333334,42,144,0.2916666666666667,14,0.5833333333333334,0,0.0,14,0.5833333333333334,0,0.0
