threshold_label,tau,flag_n,flag_rate,aivr_class_n,aivr_class,aivr_pairwise_n,aivr_pairwise_total,aivr_pairwise,p1_sham_n,p1_sham_rate,p1_echo_n,p1_echo_rate,p3_user_n,p3_user_rate,p3_tool_n,p3_tool_rate
interval_81_82,1.1281360600852972,82,0.8541666666666666,14,0.5833333333333334,42,144,0.2916666666666667,14,0.5833333333333334,0,0.0,14,0.5833333333333334,0,0.0
breakpoint_82,1.1369007993632663,83,0.8645833333333334,13,0.5416666666666666,39,144,0.2708333333333333,13,0.5416666666666666,0,0.0,13,0.5416666666666666,0,0.0
interval_82_83,1.1413801099442429,83,0.8645833333333334,13,0.5416666666666666,39,144,0.2708333333333333,13,0.5416666666666666,0,0.0,13,0.5416666666666666,0,0.0
breakpoint_83,1.1458594205252193,84,0.875,12,0.5,36,144,0.25,12,0.5,0,0.0,12,0.5,0,0.0
interval_83_84,1.1493821867703589,84,0.875,12,0.5,36,144,0.25,12,0.5,0,0.0,12,0.5,0,0.0
breakpoint_84,1.1529049530154984,85,0.8854166666666666,11,0.4583333333333333,33,144,0.22916666666666666,11,0.4583333333333333,0,0.0,11,0.4583333333333333,0,0.0
interval_84_85,1.1571226897912608,85,0.8854166666666666,11,0.4583333333333333,33,144,0.22916666666666666,11,0.4583333333333333,0,0.0,11,0.4583333333333333,0,0.0
breakpoint_85,1.1613404265670233,86,0.8958333333333334,10,0.4166666666666667,30,144,0.20833333333333334,10,0.4166666666666667,0,0.0,10,0.4166666666666667,0,0.0
interval_85_86,1.2062030962158867,86,0.8958333333333334,10,0.4166666666666667,30,144,0.20833333333333334,10,0.4166666666666667,0,0.0,10,0.4166666666666667,0,0.0
breakpoint_86,1.2510657658647502,87,0.90625,9,0.375,27,144,0.1875,9,0.375,0,0.0,9,0.375,0,0.0
interval_86_87,1.2916788266540244,87,0.90625,9,0.375,27,144,0.1875,9,0.375,0,0.0,9,0.375,0,0.0
breakpoint_87,1.3322918874432987,88,0.9166666666666666,8,0.3333333333333333,24,144,0.16666666666666666,8,0.3333333333333333,0,0.0,8,0.3333333333333333,0,0.0
interval_87_88,1.37516221990288,88,0.9166666666666666,8,0.3333333333333333,24,144,0.16666666666666666,8,0.3333333333333333,0,0.0,8,0.3333333333333333,0,0.0
breakpoint_88,1.418032552362461,89,0.9270833333333334,7,0.2916666666666667,21,144,0.14583333333333334,7,0.2916666666666667,0,0.0,7,0.2916666666666667,0,0.0
interval_88_89,1.4333589163459557,89,0.9270833333333334,7,0.2916666666666667,21,144,0.14583333333333334,7,0.2916666666666667,0,0.0,7,0.2916666666666667,0,0.0
breakpoint_89,1.4486852803294503,90,0.9375,6,0.25,18,144,0.125,6,0.25,0,0.0,6,0.25,0,0.0
interval_89_90,1.4548350577138678,90,0.9375,6,0.25,18,144,0.125,6,0.25,0,0.0,6,0.25,0,0.0
breakpoint_90,1.4609848350982853,91,0.9479166666666666,5,0.20833333333333334,15,144,0.10416666666666667,5,0.20833333333333334,0,0.0,5,0.20833333333333334,0,0.0
interval_90_91,1.471276250054807,91,0.9479166666666666,5,0.20833333333333334,15,144,0.10416666666666667,5,0.20833333333333334,0,0.0,5,0.20833333333333334,0,0.0
breakpoint_91,1.481567665011329,92,0.9583333333333334,4,0.16666666666666666,12,144,0.08333333333333333,4,0.16666666666666666,0,0.0,4,0.16666666666666666,0,0.0
interval_91_92,1.487445224587134,92,0.9583333333333334,4,0.16666666666666666,12,144,0.08333333333333333,4,0.16666666666666666,0,0.0,4,0.16666666666666666,0,0.0
breakpoint_92,1.4933227841629388,93,0.96875,3,0.125,9,144,0.0625,3,0.125,0,0.0,3,0.125,0,0.0
interval_92_93,1.522895129833978,93,0.96875,3,0.125,9,144,0.0625,3,0.125,0,0.0,3,0.125,0,0.0
breakpoint_93,1.5524674755050167,94,0.9791666666666666,2,0.08333333333333333,6,144,0.041666666666666664,2,0.08333333333333333,0,0.0,2,0.08333333333333333,0,0.0
interval_93_94,1.6184541105194152,94,0.9791666666666666,2,0.08333333333333333,6,144,0.041666666666666664,2,0.08333333333333333,0,0.0,2,0.08333333333333333,0,0.0
breakpoint_94,1.6844407455338135,95,0.9895833333333334,1,0.041666666666666664,3,144,0.020833333333333332,1,0.041666666666666664,0,0.0,1,0.041666666666666664,0,0.0
interval_94_95,1.7034268290372072,95,0.9895833333333334,1,0.041666666666666664,3,144,0.020833333333333332,1,0.041666666666666664,0,0.0,1,0.041666666666666664,0,0.0
breakpoint_95,1.7224129125406007,96,1.0,0,0.0,0,144,0.0,0,0.0,0,0.0,0,0.0,0,0.0
above_max,1.7224129154009955,96,1.0,0,0.0,0,144,0.0,0,0.0,0,0.0,0,0.0,0,0.0
tau0,0.0,53,0.5520833333333334,18,0.75,65,144,0.4513888888888889,6,0.25,13,0.5416666666666666,5,0.20833333333333334,12,0.5
