threshold_label,tau,flag_n,flag_rate,aivr_class_n,aivr_class,aivr_pairwise_n,aivr_pairwise_total,aivr_pairwise,p1_sham_n,p1_sham_rate,p1_echo_n,p1_echo_rate,p3_user_n,p3_user_rate,p3_tool_n,p3_tool_rate
interval_65_66,0.31042201449158335,66,0.6875,18,0.75,64,144,0.4444444444444444,10,0.4166666666666667,4,0.16666666666666666,14,0.5833333333333334,8,0.3333333333333333
breakpoint_66,0.33197437853607814,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,11,0.4583333333333333,4,0.16666666666666666,14,0.5833333333333334,7,0.2916666666666667
interval_66_67,0.3445947565035259,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,11,0.4583333333333333,4,0.16666666666666666,14,0.5833333333333334,7,0.2916666666666667
breakpoint_67,0.35721513447097364,68,0.7083333333333334,18,0.75,64,144,0.4444444444444444,12,0.5,4,0.16666666666666666,14,0.5833333333333334,6,0.25
interval_67_68,0.35833883571816116,68,0.7083333333333334,18,0.75,64,144,0.4444444444444444,12,0.5,4,0.16666666666666666,14,0.5833333333333334,6,0.25
breakpoint_68,0.3594625369653487,69,0.71875,18,0.75,63,144,0.4375,12,0.5,3,0.125,15,0.625,6,0.25
interval_68_69,0.35957888585953446,69,0.71875,18,0.75,63,144,0.4375,12,0.5,3,0.125,15,0.625,6,0.25
breakpoint_69,0.35969523475372017,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,13,0.5416666666666666,3,0.125,15,0.625,5,0.20833333333333334
interval_69_70,0.366748175622705,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,13,0.5416666666666666,3,0.125,15,0.625,5,0.20833333333333334
breakpoint_70,0.37380111649168984,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,13,0.5416666666666666,2,0.08333333333333333,16,0.6666666666666666,5,0.20833333333333334
interval_70_71,0.4061053100145085,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,13,0.5416666666666666,2,0.08333333333333333,16,0.6666666666666666,5,0.20833333333333334
breakpoint_71,0.43840950353732716,72,0.75,18,0.75,60,144,0.4166666666666667,13,0.5416666666666666,1,0.041666666666666664,17,0.7083333333333334,5,0.20833333333333334
interval_71_72,0.4402431330954423,72,0.75,18,0.75,60,144,0.4166666666666667,13,0.5416666666666666,1,0.041666666666666664,17,0.7083333333333334,5,0.20833333333333334
