threshold_label,tau,omitted_family,n_bases,flag_rate,aivr_class,aivr_pairwise
breakpoint_13,-1.0290635672817023,F4_EMAIL,18,0.19444444444444445,0.4444444444444444,0.2777777777777778
interval_13_14,-1.0175435393509256,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
interval_13_14,-1.0175435393509256,F2_SLACK,18,0.027777777777777776,0.1111111111111111,0.05555555555555555
interval_13_14,-1.0175435393509256,F3_BANKING,18,0.19444444444444445,0.4444444444444444,0.2777777777777778
interval_13_14,-1.0175435393509256,F4_EMAIL,18,0.19444444444444445,0.4444444444444444,0.2777777777777778
breakpoint_14,-1.0060235114201486,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
breakpoint_14,-1.0060235114201486,F2_SLACK,18,0.041666666666666664,0.16666666666666666,0.08333333333333333
breakpoint_14,-1.0060235114201486,F3_BANKING,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_14,-1.0060235114201486,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
interval_14_15,-0.996170847495772,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
interval_14_15,-0.996170847495772,F2_SLACK,18,0.041666666666666664,0.16666666666666666,0.08333333333333333
interval_14_15,-0.996170847495772,F3_BANKING,18,0.20833333333333334,0.5,0.3055555555555556
interval_14_15,-0.996170847495772,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_15,-0.9863181835713953,F1_CALENDAR,18,0.18055555555555555,0.3888888888888889,0.25
breakpoint_15,-0.9863181835713953,F2_SLACK,18,0.05555555555555555,0.2222222222222222,0.1111111111111111
breakpoint_15,-0.9863181835713953,F3_BANKING,18,0.2222222222222222,0.5555555555555556,0.3333333333333333
breakpoint_15,-0.9863181835713953,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
interval_15_16,-0.9707118279294089,F1_CALENDAR,18,0.18055555555555555,0.3888888888888889,0.25
interval_15_16,-0.9707118279294089,F2_SLACK,18,0.05555555555555555,0.2222222222222222,0.1111111111111111
interval_15_16,-0.9707118279294089,F3_BANKING,18,0.2222222222222222,0.5555555555555556,0.3333333333333333
interval_15_16,-0.9707118279294089,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_16,-0.9551054722874226,F1_CALENDAR,18,0.19444444444444445,0.4444444444444444,0.2777777777777778
breakpoint_16,-0.9551054722874226,F2_SLACK,18,0.06944444444444445,0.2777777777777778,0.1388888888888889
breakpoint_16,-0.9551054722874226,F3_BANKING,18,0.2361111111111111,0.6111111111111112,0.3611111111111111
breakpoint_16,-0.9551054722874226,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
interval_16_17,-0.9493042416542277,F1_CALENDAR,18,0.19444444444444445,0.4444444444444444,0.2777777777777778
interval_16_17,-0.9493042416542277,F2_SLACK,18,0.06944444444444445,0.2777777777777778,0.1388888888888889
interval_16_17,-0.9493042416542277,F3_BANKING,18,0.2361111111111111,0.6111111111111112,0.3611111111111111
interval_16_17,-0.9493042416542277,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_17,-0.9435030110210327,F1_CALENDAR,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_17,-0.9435030110210327,F2_SLACK,18,0.08333333333333333,0.3333333333333333,0.16666666666666666
breakpoint_17,-0.9435030110210327,F3_BANKING,18,0.25,0.6666666666666666,0.3888888888888889
breakpoint_17,-0.9435030110210327,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
interval_17_18,-0.9353999981873315,F1_CALENDAR,18,0.20833333333333334,0.5,0.3055555555555556
interval_17_18,-0.9353999981873315,F2_SLACK,18,0.08333333333333333,0.3333333333333333,0.16666666666666666
interval_17_18,-0.9353999981873315,F3_BANKING,18,0.25,0.6666666666666666,0.3888888888888889
interval_17_18,-0.9353999981873315,F4_EMAIL,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_18,-0.9272969853536305,F1_CALENDAR,18,0.20833333333333334,0.5,0.3055555555555556
breakpoint_18,-0.9272969853536305,F2_SLACK,18,0.09722222222222222,0.3888888888888889,0.19444444444444445
